scenario_id,measurement_type,source_experiment_ids,mcu,configured_clock_mhz,available_ram_bytes,available_flash_bytes,security_category,latency_budget_us,recommended_variant,decision_reason,source_measurement_hash
SCN-0fb0b72b93695bf6,derived_recommendation_scenario,stm32f4_mlkem1024_168mhz_o1|stm32f4_mlkem1024_168mhz_o2|stm32f4_mlkem1024_168mhz_o3|stm32f4_mlkem1024_168mhz_ofast|stm32f4_mlkem1024_168mhz_os,STM32F407VGT6,168,196608,2097152,5,10000,ML-KEM-1024,fastest observed feasible variant,0fb0b72b93695bf66465fd98f0b49f8b86441869e940dddfce3c34b67950eaca
SCN-19bf4c6fdc66d116,derived_recommendation_scenario,stm32f4_mlkem1024_168mhz_o0|stm32f4_mlkem1024_168mhz_o1|stm32f4_mlkem1024_168mhz_o2|stm32f4_mlkem1024_168mhz_o3|stm32f4_mlkem1024_168mhz_ofast|stm32f4_mlkem1024_168mhz_os,STM32F407VGT6,168,196608,2097152,5,25000,ML-KEM-1024,fastest observed feasible variant,19bf4c6fdc66d11674ce3452685aea8e9fd8b88ce64006f4ff30da22a2965b7a
SCN-438417c7b88f76f3,derived_recommendation_scenario,stm32f4_mlkem1024_168mhz_o0|stm32f4_mlkem1024_168mhz_o1|stm32f4_mlkem1024_168mhz_o2|stm32f4_mlkem1024_168mhz_o3|stm32f4_mlkem1024_168mhz_ofast|stm32f4_mlkem1024_168mhz_os,STM32F407VGT6,168,196608,2097152,5,50000,ML-KEM-1024,fastest observed feasible variant,438417c7b88f76f326e6c8482d00bdfd7b985c3a92706b587b513b9967985637
SCN-07de87b768acda94,derived_recommendation_scenario,stm32f4_mlkem1024_168mhz_o0|stm32f4_mlkem1024_168mhz_o1|stm32f4_mlkem1024_168mhz_o2|stm32f4_mlkem1024_168mhz_o3|stm32f4_mlkem1024_168mhz_ofast|stm32f4_mlkem1024_168mhz_os,STM32F407VGT6,168,196608,2097152,5,100000,ML-KEM-1024,fastest observed feasible variant,07de87b768acda946f30302f5774bec00cbc3fc628b691f39e8469ce5aa3e50d
SCN-80d7025351632728,derived_recommendation_scenario,stm32f4_mlkem1024_168mhz_o0|stm32f4_mlkem1024_168mhz_o1|stm32f4_mlkem1024_168mhz_o2|stm32f4_mlkem1024_168mhz_o3|stm32f4_mlkem1024_168mhz_ofast|stm32f4_mlkem1024_168mhz_os,STM32F407VGT6,168,196608,2097152,5,250000,ML-KEM-1024,fastest observed feasible variant,80d70253516327282caf190d0efde4fa19f96dbf7b5ec4465f2938781f9abada
SCN-763b5f82d907daee,derived_recommendation_scenario,stm32f4_mlkem1024_168mhz_o1|stm32f4_mlkem1024_168mhz_o2|stm32f4_mlkem1024_168mhz_o3|stm32f4_mlkem1024_168mhz_os|stm32f4_mlkem512_168mhz_o1|stm32f4_mlkem512_168mhz_o2|stm32f4_mlkem512_168mhz_o3|stm32f4_mlkem512_168mhz_os|stm32f4_mlkem768_168mhz_o1|stm32f4_mlkem768_168mhz_o2|stm32f4_mlkem768_168mhz_o3|stm32f4_mlkem768_168mhz_os,STM32F407VGT6,168,262144,32768,1,0,ML-KEM-512,fastest observed feasible variant,763b5f82d907daeeb5410233796f0bf1c8c47a73552bbd624d54b3d9e7b33bf2
SCN-89edf079bf314bb7,derived_recommendation_scenario,,STM32F407VGT6,168,262144,32768,1,2000,UNSUPPORTED,no observed configuration meets all constraints,89edf079bf314bb70b405afec7bb40a6be739a0c1313709803d495311b3f09c5
SCN-9725c6a89a2901f0,derived_recommendation_scenario,stm32f4_mlkem512_168mhz_o1|stm32f4_mlkem512_168mhz_o2|stm32f4_mlkem512_168mhz_o3|stm32f4_mlkem512_168mhz_os|stm32f4_mlkem768_168mhz_o1|stm32f4_mlkem768_168mhz_o2|stm32f4_mlkem768_168mhz_o3|stm32f4_mlkem768_168mhz_os,STM32F407VGT6,168,262144,32768,1,5000,ML-KEM-512,fastest observed feasible variant,9725c6a89a2901f0ccbe20d1ab89fcb41a91ae3a5d80ec20cf1aa25600821f58
SCN-369878d7c369bc8d,derived_recommendation_scenario,stm32f4_mlkem1024_168mhz_o1|stm32f4_mlkem1024_168mhz_o2|stm32f4_mlkem1024_168mhz_o3|stm32f4_mlkem1024_168mhz_os|stm32f4_mlkem512_168mhz_o1|stm32f4_mlkem512_168mhz_o2|stm32f4_mlkem512_168mhz_o3|stm32f4_mlkem512_168mhz_os|stm32f4_mlkem768_168mhz_o1|stm32f4_mlkem768_168mhz_o2|stm32f4_mlkem768_168mhz_o3|stm32f4_mlkem768_168mhz_os,STM32F407VGT6,168,262144,32768,1,10000,ML-KEM-512,fastest observed feasible variant,369878d7c369bc8d07a3d976bc6c53affb91b53522a43f238dd7f349e00c2897
SCN-d095f8a495c39ba2,derived_recommendation_scenario,stm32f4_mlkem1024_168mhz_o1|stm32f4_mlkem1024_168mhz_o2|stm32f4_mlkem1024_168mhz_o3|stm32f4_mlkem1024_168mhz_os|stm32f4_mlkem512_168mhz_o1|stm32f4_mlkem512_168mhz_o2|stm32f4_mlkem512_168mhz_o3|stm32f4_mlkem512_168mhz_os|stm32f4_mlkem768_168mhz_o1|stm32f4_mlkem768_168mhz_o2|stm32f4_mlkem768_168mhz_o3|stm32f4_mlkem768_168mhz_os,STM32F407VGT6,168,262144,32768,1,25000,ML-KEM-512,fastest observed feasible variant,d095f8a495c39ba203efd037faa5cbf782ae3a8348d6e9a3438ade4405f55c34
SCN-f46b8eb71f2476e7,derived_recommendation_scenario,stm32f4_mlkem1024_168mhz_o1|stm32f4_mlkem1024_168mhz_o2|stm32f4_mlkem1024_168mhz_o3|stm32f4_mlkem1024_168mhz_os|stm32f4_mlkem512_168mhz_o1|stm32f4_mlkem512_168mhz_o2|stm32f4_mlkem512_168mhz_o3|stm32f4_mlkem512_168mhz_os|stm32f4_mlkem768_168mhz_o1|stm32f4_mlkem768_168mhz_o2|stm32f4_mlkem768_168mhz_o3|stm32f4_mlkem768_168mhz_os,STM32F407VGT6,168,262144,32768,1,50000,ML-KEM-512,fastest observed feasible variant,f46b8eb71f2476e779ab1efb9bf94d6cc0bd8f6ad19ce937e143438b55ff0a0b
SCN-08b4c1758dcfdfea,derived_recommendation_scenario,stm32f4_mlkem1024_168mhz_o1|stm32f4_mlkem1024_168mhz_o2|stm32f4_mlkem1024_168mhz_o3|stm32f4_mlkem1024_168mhz_os|stm32f4_mlkem512_168mhz_o1|stm32f4_mlkem512_168mhz_o2|stm32f4_mlkem512_168mhz_o3|stm32f4_mlkem512_168mhz_os|stm32f4_mlkem768_168mhz_o1|stm32f4_mlkem768_168mhz_o2|stm32f4_mlkem768_168mhz_o3|stm32f4_mlkem768_168mhz_os,STM32F407VGT6,168,262144,32768,1,100000,ML-KEM-512,fastest observed feasible variant,08b4c1758dcfdfea7e461d6eedebf1d47fc534d000ea5a059a72764d8f096c2b
SCN-c5ec893fed7a6be6,derived_recommendation_scenario,stm32f4_mlkem1024_168mhz_o1|stm32f4_mlkem1024_168mhz_o2|stm32f4_mlkem1024_168mhz_o3|stm32f4_mlkem1024_168mhz_os|stm32f4_mlkem512_168mhz_o1|stm32f4_mlkem512_168mhz_o2|stm32f4_mlkem512_168mhz_o3|stm32f4_mlkem512_168mhz_os|stm32f4_mlkem768_168mhz_o1|stm32f4_mlkem768_168mhz_o2|stm32f4_mlkem768_168mhz_o3|stm32f4_mlkem768_168mhz_os,STM32F407VGT6,168,262144,32768,1,250000,ML-KEM-512,fastest observed feasible variant,c5ec893fed7a6be692c7eeb534df8b664fd33a7b298c9d072ab350ce28dc6cca
SCN-0249f1d57f9b6eff,derived_recommendation_scenario,stm32f4_mlkem1024_168mhz_o1|stm32f4_mlkem1024_168mhz_o2|stm32f4_mlkem1024_168mhz_o3|stm32f4_mlkem1024_168mhz_os|stm32f4_mlkem768_168mhz_o1|stm32f4_mlkem768_168mhz_o2|stm32f4_mlkem768_168mhz_o3|stm32f4_mlkem768_168mhz_os,STM32F407VGT6,168,262144,32768,3,0,ML-KEM-768,fastest observed feasible variant,0249f1d57f9b6eff1b7fb66c9df8b4c4679e97147754a8a31f33d794f43a43fa
SCN-db785635fe3c224a,derived_recommendation_scenario,,STM32F407VGT6,168,262144,32768,3,2000,UNSUPPORTED,no observed configuration meets all constraints,db785635fe3c224adc5aaeb30c85d09bcb81685e2a6cb785bd24b2a2ad67856e
SCN-bc181a8d0fe37eca,derived_recommendation_scenario,stm32f4_mlkem768_168mhz_o1|stm32f4_mlkem768_168mhz_o2|stm32f4_mlkem768_168mhz_o3|stm32f4_mlkem768_168mhz_os,STM32F407VGT6,168,262144,32768,3,5000,ML-KEM-768,fastest observed feasible variant,bc181a8d0fe37ecade7d13a8485ac3386bb96e49009c3ba85a8642b2065b3b49
SCN-1d57f0bff67204b7,derived_recommendation_scenario,stm32f4_mlkem1024_168mhz_o1|stm32f4_mlkem1024_168mhz_o2|stm32f4_mlkem1024_168mhz_o3|stm32f4_mlkem1024_168mhz_os|stm32f4_mlkem768_168mhz_o1|stm32f4_mlkem768_168mhz_o2|stm32f4_mlkem768_168mhz_o3|stm32f4_mlkem768_168mhz_os,STM32F407VGT6,168,262144,32768,3,10000,ML-KEM-768,fastest observed feasible variant,1d57f0bff67204b787dfed1b349312584d6d600baf73493e01fd4b9b812bc617
SCN-e456ccd2df38ebf9,derived_recommendation_scenario,stm32f4_mlkem1024_168mhz_o1|stm32f4_mlkem1024_168mhz_o2|stm32f4_mlkem1024_168mhz_o3|stm32f4_mlkem1024_168mhz_os|stm32f4_mlkem768_168mhz_o1|stm32f4_mlkem768_168mhz_o2|stm32f4_mlkem768_168mhz_o3|stm32f4_mlkem768_168mhz_os,STM32F407VGT6,168,262144,32768,3,25000,ML-KEM-768,fastest observed feasible variant,e456ccd2df38ebf9209b90a0c5668f986b64aba0e00fdd882651dbff4c3da67b
SCN-ac950aeadeaf96b8,derived_recommendation_scenario,stm32f4_mlkem1024_168mhz_o1|stm32f4_mlkem1024_168mhz_o2|stm32f4_mlkem1024_168mhz_o3|stm32f4_mlkem1024_168mhz_os|stm32f4_mlkem768_168mhz_o1|stm32f4_mlkem768_168mhz_o2|stm32f4_mlkem768_168mhz_o3|stm32f4_mlkem768_168mhz_os,STM32F407VGT6,168,262144,32768,3,50000,ML-KEM-768,fastest observed feasible variant,ac950aeadeaf96b8ddd13fff4fcff4b8892dfcdf3d30710fdc673b9bee66c604
SCN-34730e2177ea6ed6,derived_recommendation_scenario,stm32f4_mlkem1024_168mhz_o1|stm32f4_mlkem1024_168mhz_o2|stm32f4_mlkem1024_168mhz_o3|stm32f4_mlkem1024_168mhz_os|stm32f4_mlkem768_168mhz_o1|stm32f4_mlkem768_168mhz_o2|stm32f4_mlkem768_168mhz_o3|stm32f4_mlkem768_168mhz_os,STM32F407VGT6,168,262144,32768,3,100000,ML-KEM-768,fastest observed feasible variant,34730e2177ea6ed606148abe29aa59b7ed39f71d77542a3676f0e74fc9078d03
SCN-61e86efff84bcd36,derived_recommendation_scenario,stm32f4_mlkem1024_168mhz_o1|stm32f4_mlkem1024_168mhz_o2|stm32f4_mlkem1024_168mhz_o3|stm32f4_mlkem1024_168mhz_os|stm32f4_mlkem768_168mhz_o1|stm32f4_mlkem768_168mhz_o2|stm32f4_mlkem768_168mhz_o3|stm32f4_mlkem768_168mhz_os,STM32F407VGT6,168,262144,32768,3,250000,ML-KEM-768,fastest observed feasible variant,61e86efff84bcd36a17a7131f1d0a14107e00688101b6d72f182bc80a2316444
SCN-3c24d40f8e5bd0d1,derived_recommendation_scenario,stm32f4_mlkem1024_168mhz_o1|stm32f4_mlkem1024_168mhz_o2|stm32f4_mlkem1024_168mhz_o3|stm32f4_mlkem1024_168mhz_os,STM32F407VGT6,168,262144,32768,5,0,ML-KEM-1024,fastest observed feasible variant,3c24d40f8e5bd0d1e4f09b15bd11a2934a52eeb41468aa258cdb51ffa329051f
SCN-a4f98da0555382f9,derived_recommendation_scenario,,STM32F407VGT6,168,262144,32768,5,2000,UNSUPPORTED,no observed configuration meets all constraints,a4f98da0555382f9eec622058d0a196b8b5f98e7d2b23ccd5e8275a4fff893cd
SCN-92126794a8ebdd4e,derived_recommendation_scenario,,STM32F407VGT6,168,262144,32768,5,5000,UNSUPPORTED,no observed configuration meets all constraints,92126794a8ebdd4ef34693f9a90d814d808dd1c345daae3e46ebce5ce3bbc30d
SCN-3e86316910e94f42,derived_recommendation_scenario,stm32f4_mlkem1024_168mhz_o1|stm32f4_mlkem1024_168mhz_o2|stm32f4_mlkem1024_168mhz_o3|stm32f4_mlkem1024_168mhz_os,STM32F407VGT6,168,262144,32768,5,10000,ML-KEM-1024,fastest observed feasible variant,3e86316910e94f426e98a320f789355febabe3496e96fae9c75ce1321371622c
SCN-5b04ed3293f20d51,derived_recommendation_scenario,stm32f4_mlkem1024_168mhz_o1|stm32f4_mlkem1024_168mhz_o2|stm32f4_mlkem1024_168mhz_o3|stm32f4_mlkem1024_168mhz_os,STM32F407VGT6,168,262144,32768,5,25000,ML-KEM-1024,fastest observed feasible variant,5b04ed3293f20d51bd798dfac1c4839d4c876172894943b47ff4c1bd805fe9aa
SCN-92947d7e9b796ef2,derived_recommendation_scenario,stm32f4_mlkem1024_168mhz_o1|stm32f4_mlkem1024_168mhz_o2|stm32f4_mlkem1024_168mhz_o3|stm32f4_mlkem1024_168mhz_os,STM32F407VGT6,168,262144,32768,5,50000,ML-KEM-1024,fastest observed feasible variant,92947d7e9b796ef2dd7f9d7ae42f4e5ded376502d6c30d609909c27799397eea
SCN-2c5c5017aa08fe83,derived_recommendation_scenario,stm32f4_mlkem1024_168mhz_o1|stm32f4_mlkem1024_168mhz_o2|stm32f4_mlkem1024_168mhz_o3|stm32f4_mlkem1024_168mhz_os,STM32F407VGT6,168,262144,32768,5,100000,ML-KEM-1024,fastest observed feasible variant,2c5c5017aa08fe8372f5e8b7c797c9a25184bee60fc9a68523c50097be389fb0
SCN-1ecf71630982ef04,derived_recommendation_scenario,stm32f4_mlkem1024_168mhz_o1|stm32f4_mlkem1024_168mhz_o2|stm32f4_mlkem1024_168mhz_o3|stm32f4_mlkem1024_168mhz_os,STM32F407VGT6,168,262144,32768,5,250000,ML-KEM-1024,fastest observed feasible variant,1ecf71630982ef041420bf3757620d8cc14b0185b3ab5855a0f7e46dfa38f665
SCN-5ac88b56463dc704,derived_recommendation_scenario,stm32f4_mlkem1024_168mhz_o0|stm32f4_mlkem1024_168mhz_o1|stm32f4_mlkem1024_168mhz_o2|stm32f4_mlkem1024_168mhz_o3|stm32f4_mlkem1024_168mhz_os|stm32f4_mlkem512_168mhz_o0|stm32f4_mlkem512_168mhz_o1|stm32f4_mlkem512_168mhz_o2|stm32f4_mlkem512_168mhz_o3|stm32f4_mlkem512_168mhz_os|stm32f4_mlkem768_168mhz_o0|stm32f4_mlkem768_168mhz_o1|stm32f4_mlkem768_168mhz_o2|stm32f4_mlkem768_168mhz_o3|stm32f4_mlkem768_168mhz_os,STM32F407VGT6,168,262144,49152,1,0,ML-KEM-512,fastest observed feasible variant,5ac88b56463dc70449bdff279e5fdc20c2bedc8a94c9129a33457d622b0080fc
SCN-5f1ba86eff40e1d1,derived_recommendation_scenario,,STM32F407VGT6,168,262144,49152,1,2000,UNSUPPORTED,no observed configuration meets all constraints,5f1ba86eff40e1d194a4298d510134aa53432c1f87a5fc966fe7145a1dc84423
SCN-d84814e08b0e0887,derived_recommendation_scenario,stm32f4_mlkem512_168mhz_o1|stm32f4_mlkem512_168mhz_o2|stm32f4_mlkem512_168mhz_o3|stm32f4_mlkem512_168mhz_os|stm32f4_mlkem768_168mhz_o1|stm32f4_mlkem768_168mhz_o2|stm32f4_mlkem768_168mhz_o3|stm32f4_mlkem768_168mhz_os,STM32F407VGT6,168,262144,49152,1,5000,ML-KEM-512,fastest observed feasible variant,d84814e08b0e0887f5f28c4b5e3d0bb7909995cb39de3bf2bc298996b0c5e09c
SCN-4d4ac3ed5a6fccf3,derived_recommendation_scenario,stm32f4_mlkem1024_168mhz_o1|stm32f4_mlkem1024_168mhz_o2|stm32f4_mlkem1024_168mhz_o3|stm32f4_mlkem1024_168mhz_os|stm32f4_mlkem512_168mhz_o0|stm32f4_mlkem512_168mhz_o1|stm32f4_mlkem512_168mhz_o2|stm32f4_mlkem512_168mhz_o3|stm32f4_mlkem512_168mhz_os|stm32f4_mlkem768_168mhz_o1|stm32f4_mlkem768_168mhz_o2|stm32f4_mlkem768_168mhz_o3|stm32f4_mlkem768_168mhz_os,STM32F407VGT6,168,262144,49152,1,10000,ML-KEM-512,fastest observed feasible variant,4d4ac3ed5a6fccf307ab1f7332f9403b49c33f5265cdd71ca97f3aaf14e1d02c
SCN-1cf8a96b53e4b5d2,derived_recommendation_scenario,stm32f4_mlkem1024_168mhz_o0|stm32f4_mlkem1024_168mhz_o1|stm32f4_mlkem1024_168mhz_o2|stm32f4_mlkem1024_168mhz_o3|stm32f4_mlkem1024_168mhz_os|stm32f4_mlkem512_168mhz_o0|stm32f4_mlkem512_168mhz_o1|stm32f4_mlkem512_168mhz_o2|stm32f4_mlkem512_168mhz_o3|stm32f4_mlkem512_168mhz_os|stm32f4_mlkem768_168mhz_o0|stm32f4_mlkem768_168mhz_o1|stm32f4_mlkem768_168mhz_o2|stm32f4_mlkem768_168mhz_o3|stm32f4_mlkem768_168mhz_os,STM32F407VGT6,168,262144,49152,1,25000,ML-KEM-512,fastest observed feasible variant,1cf8a96b53e4b5d23ecb21bdc922f6ae362f884761e44f138c50f83e2c262563
SCN-e448daecac450872,derived_recommendation_scenario,stm32f4_mlkem1024_168mhz_o0|stm32f4_mlkem1024_168mhz_o1|stm32f4_mlkem1024_168mhz_o2|stm32f4_mlkem1024_168mhz_o3|stm32f4_mlkem1024_168mhz_os|stm32f4_mlkem512_168mhz_o0|stm32f4_mlkem512_168mhz_o1|stm32f4_mlkem512_168mhz_o2|stm32f4_mlkem512_168mhz_o3|stm32f4_mlkem512_168mhz_os|stm32f4_mlkem768_168mhz_o0|stm32f4_mlkem768_168mhz_o1|stm32f4_mlkem768_168mhz_o2|stm32f4_mlkem768_168mhz_o3|stm32f4_mlkem768_168mhz_os,STM32F407VGT6,168,262144,49152,1,50000,ML-KEM-512,fastest observed feasible variant,e448daecac4508723f2df8e24dddcab967218729478062615b32cf2f35c560b4
SCN-5510ab77d15b1f05,derived_recommendation_scenario,stm32f4_mlkem1024_168mhz_o0|stm32f4_mlkem1024_168mhz_o1|stm32f4_mlkem1024_168mhz_o2|stm32f4_mlkem1024_168mhz_o3|stm32f4_mlkem1024_168mhz_os|stm32f4_mlkem512_168mhz_o0|stm32f4_mlkem512_168mhz_o1|stm32f4_mlkem512_168mhz_o2|stm32f4_mlkem512_168mhz_o3|stm32f4_mlkem512_168mhz_os|stm32f4_mlkem768_168mhz_o0|stm32f4_mlkem768_168mhz_o1|stm32f4_mlkem768_168mhz_o2|stm32f4_mlkem768_168mhz_o3|stm32f4_mlkem768_168mhz_os,STM32F407VGT6,168,262144,49152,1,100000,ML-KEM-512,fastest observed feasible variant,5510ab77d15b1f05641ddae738961ecda8a3ab6d04ef35c995d9079f1ffc2fe3
SCN-51df33604785873d,derived_recommendation_scenario,stm32f4_mlkem1024_168mhz_o0|stm32f4_mlkem1024_168mhz_o1|stm32f4_mlkem1024_168mhz_o2|stm32f4_mlkem1024_168mhz_o3|stm32f4_mlkem1024_168mhz_os|stm32f4_mlkem512_168mhz_o0|stm32f4_mlkem512_168mhz_o1|stm32f4_mlkem512_168mhz_o2|stm32f4_mlkem512_168mhz_o3|stm32f4_mlkem512_168mhz_os|stm32f4_mlkem768_168mhz_o0|stm32f4_mlkem768_168mhz_o1|stm32f4_mlkem768_168mhz_o2|stm32f4_mlkem768_168mhz_o3|stm32f4_mlkem768_168mhz_os,STM32F407VGT6,168,262144,49152,1,250000,ML-KEM-512,fastest observed feasible variant,51df33604785873d07106e0988ca294c603a7d72b61fde7f463153e5f9aa16db
SCN-11b0e8ef91f48197,derived_recommendation_scenario,stm32f4_mlkem1024_168mhz_o0|stm32f4_mlkem1024_168mhz_o1|stm32f4_mlkem1024_168mhz_o2|stm32f4_mlkem1024_168mhz_o3|stm32f4_mlkem1024_168mhz_os|stm32f4_mlkem768_168mhz_o0|stm32f4_mlkem768_168mhz_o1|stm32f4_mlkem768_168mhz_o2|stm32f4_mlkem768_168mhz_o3|stm32f4_mlkem768_168mhz_os,STM32F407VGT6,168,262144,49152,3,0,ML-KEM-768,fastest observed feasible variant,11b0e8ef91f48197b51c6491b30bfe1f6f53c75fc9dc3816dabfc4014a391320
SCN-3323edc11f57258f,derived_recommendation_scenario,,STM32F407VGT6,168,262144,49152,3,2000,UNSUPPORTED,no observed configuration meets all constraints,3323edc11f57258fd967403e67570d333521a183e586d331c22ece6d61438329
SCN-b0d59d170950acf1,derived_recommendation_scenario,stm32f4_mlkem768_168mhz_o1|stm32f4_mlkem768_168mhz_o2|stm32f4_mlkem768_168mhz_o3|stm32f4_mlkem768_168mhz_os,STM32F407VGT6,168,262144,49152,3,5000,ML-KEM-768,fastest observed feasible variant,b0d59d170950acf1648834e4d2cd00920a3d3e5a8e6697f14e6a652beb7b2413
SCN-01ac357f8c568df3,derived_recommendation_scenario,stm32f4_mlkem1024_168mhz_o1|stm32f4_mlkem1024_168mhz_o2|stm32f4_mlkem1024_168mhz_o3|stm32f4_mlkem1024_168mhz_os|stm32f4_mlkem768_168mhz_o1|stm32f4_mlkem768_168mhz_o2|stm32f4_mlkem768_168mhz_o3|stm32f4_mlkem768_168mhz_os,STM32F407VGT6,168,262144,49152,3,10000,ML-KEM-768,fastest observed feasible variant,01ac357f8c568df316f1a262c95f04fb0725203f7bf9a3641490c702af67a1d4
SCN-8e6221b1fdb163af,derived_recommendation_scenario,stm32f4_mlkem1024_168mhz_o0|stm32f4_mlkem1024_168mhz_o1|stm32f4_mlkem1024_168mhz_o2|stm32f4_mlkem1024_168mhz_o3|stm32f4_mlkem1024_168mhz_os|stm32f4_mlkem768_168mhz_o0|stm32f4_mlkem768_168mhz_o1|stm32f4_mlkem768_168mhz_o2|stm32f4_mlkem768_168mhz_o3|stm32f4_mlkem768_168mhz_os,STM32F407VGT6,168,262144,49152,3,25000,ML-KEM-768,fastest observed feasible variant,8e6221b1fdb163af9858effd5c20bbdf00a19979fe32decc45d894fc36300502
SCN-44a8a4ade057dcfb,derived_recommendation_scenario,stm32f4_mlkem1024_168mhz_o0|stm32f4_mlkem1024_168mhz_o1|stm32f4_mlkem1024_168mhz_o2|stm32f4_mlkem1024_168mhz_o3|stm32f4_mlkem1024_168mhz_os|stm32f4_mlkem768_168mhz_o0|stm32f4_mlkem768_168mhz_o1|stm32f4_mlkem768_168mhz_o2|stm32f4_mlkem768_168mhz_o3|stm32f4_mlkem768_168mhz_os,STM32F407VGT6,168,262144,49152,3,50000,ML-KEM-768,fastest observed feasible variant,44a8a4ade057dcfb806e3bdd8b543333d31fc7ce8f3a9b43666631f6c6ea966f
SCN-180873c8c9aed50f,derived_recommendation_scenario,stm32f4_mlkem1024_168mhz_o0|stm32f4_mlkem1024_168mhz_o1|stm32f4_mlkem1024_168mhz_o2|stm32f4_mlkem1024_168mhz_o3|stm32f4_mlkem1024_168mhz_os|stm32f4_mlkem768_168mhz_o0|stm32f4_mlkem768_168mhz_o1|stm32f4_mlkem768_168mhz_o2|stm32f4_mlkem768_168mhz_o3|stm32f4_mlkem768_168mhz_os,STM32F407VGT6,168,262144,49152,3,100000,ML-KEM-768,fastest observed feasible variant,180873c8c9aed50f9d1192e3acf84c32bbefeaf0c4df7caee4e659b5648a1bab
SCN-ecb6208a5c4957fe,derived_recommendation_scenario,stm32f4_mlkem1024_168mhz_o0|stm32f4_mlkem1024_168mhz_o1|stm32f4_mlkem1024_168mhz_o2|stm32f4_mlkem1024_168mhz_o3|stm32f4_mlkem1024_168mhz_os|stm32f4_mlkem768_168mhz_o0|stm32f4_mlkem768_168mhz_o1|stm32f4_mlkem768_168mhz_o2|stm32f4_mlkem768_168mhz_o3|stm32f4_mlkem768_168mhz_os,STM32F407VGT6,168,262144,49152,3,250000,ML-KEM-768,fastest observed feasible variant,ecb6208a5c4957feb8254be417a7a196ed5c925c30029ff043588a47a847c9b6
SCN-e90b795ac39de35b,derived_recommendation_scenario,stm32f4_mlkem1024_168mhz_o0|stm32f4_mlkem1024_168mhz_o1|stm32f4_mlkem1024_168mhz_o2|stm32f4_mlkem1024_168mhz_o3|stm32f4_mlkem1024_168mhz_os,STM32F407VGT6,168,262144,49152,5,0,ML-KEM-1024,fastest observed feasible variant,e90b795ac39de35b47c2e018e8f325f51c0d0ac19ab6cc49189728d4087bb89e
SCN-e8e80352792dc215,derived_recommendation_scenario,,STM32F407VGT6,168,262144,49152,5,2000,UNSUPPORTED,no observed configuration meets all constraints,e8e80352792dc2155aedd3f3a0530b3af2c38aa3f03fb43ee0a94af1fc8577a7
SCN-1030342edecb454e,derived_recommendation_scenario,,STM32F407VGT6,168,262144,49152,5,5000,UNSUPPORTED,no observed configuration meets all constraints,1030342edecb454e7471c15f2b54b6c579d08dccca29e7f55971cf89f5b88059
SCN-e32cf4290475387f,derived_recommendation_scenario,stm32f4_mlkem1024_168mhz_o1|stm32f4_mlkem1024_168mhz_o2|stm32f4_mlkem1024_168mhz_o3|stm32f4_mlkem1024_168mhz_os,STM32F407VGT6,168,262144,49152,5,10000,ML-KEM-1024,fastest observed feasible variant,e32cf4290475387ffaf4bc9a47881ea848cfdd94eaf2d9ecc5aa9ae1712e12db
SCN-69ee2fa9871af202,derived_recommendation_scenario,stm32f4_mlkem1024_168mhz_o0|stm32f4_mlkem1024_168mhz_o1|stm32f4_mlkem1024_168mhz_o2|stm32f4_mlkem1024_168mhz_o3|stm32f4_mlkem1024_168mhz_os,STM32F407VGT6,168,262144,49152,5,25000,ML-KEM-1024,fastest observed feasible variant,69ee2fa9871af20234cf2c34b3fa86e64e41192acba2e5a306d5984b04b9768b
SCN-ae77d04f6de4c2e1,derived_recommendation_scenario,stm32f4_mlkem1024_168mhz_o0|stm32f4_mlkem1024_168mhz_o1|stm32f4_mlkem1024_168mhz_o2|stm32f4_mlkem1024_168mhz_o3|stm32f4_mlkem1024_168mhz_os,STM32F407VGT6,168,262144,49152,5,50000,ML-KEM-1024,fastest observed feasible variant,ae77d04f6de4c2e1fcf9e994db25adbf2979bf7c16ca095a4f4e872d08c00be2
SCN-be948739088856a6,derived_recommendation_scenario,stm32f4_mlkem1024_168mhz_o0|stm32f4_mlkem1024_168mhz_o1|stm32f4_mlkem1024_168mhz_o2|stm32f4_mlkem1024_168mhz_o3|stm32f4_mlkem1024_168mhz_os,STM32F407VGT6,168,262144,49152,5,100000,ML-KEM-1024,fastest observed feasible variant,be948739088856a6ea32dc292e4e21137288b5b26bfc99f1f225a4cbdca216b6
SCN-ce4f3e5043ecd2be,derived_recommendation_scenario,stm32f4_mlkem1024_168mhz_o0|stm32f4_mlkem1024_168mhz_o1|stm32f4_mlkem1024_168mhz_o2|stm32f4_mlkem1024_168mhz_o3|stm32f4_mlkem1024_168mhz_os,STM32F407VGT6,168,262144,49152,5,250000,ML-KEM-1024,fastest observed feasible variant,ce4f3e5043ecd2be113f7dfbbcdd9da127ff23b212ed266976de6b24ae935ed7
